Row_number,"meta{qafiya:..., bahr:...}",meta
1429,"meta{qafiya:ـصت, bahr:الرمل}","meta{qafiya:ت, bahr:الرمل}"
1430,"meta{qafiya:ـصت, bahr:الرمل}","meta{qafiya:ت, bahr:الرمل}"
1431,"meta{qafiya:ـصت, bahr:الرمل}","meta{qafiya:ت, bahr:الرمل}"
1432,"meta{qafiya:ـصت, bahr:الرمل}","meta{qafiya:ت, bahr:الرمل}"
1433,"meta{qafiya:ـصت, bahr:الرمل}","meta{qafiya:ت, bahr:الرمل}"
1434,"meta{qafiya:ـجب, bahr:البسيط}","meta{qafiya:ب, bahr:البسيط}"
1435,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1436,"meta{qafiya:ـبه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1437,"meta{qafiya:ـيم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1438,"meta{qafiya:ـيم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1439,"meta{qafiya:ـرق, bahr:البسيط}","meta{qafiya:ق, bahr:البسيط}"
1440,"meta{qafiya:ـرق, bahr:البسيط}","meta{qafiya:ق, bahr:البسيط}"
1441,"meta{qafiya:ـني, bahr:البسيط}","meta{qafiya:ي, bahr:البسيط}"
1442,"meta{qafiya:ـها, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1443,"meta{qafiya:ـنا, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1444,"meta{qafiya:ـكر, bahr:البسيط}","meta{qafiya:ر, bahr:البسيط}"
1445,"meta{qafiya:ـكر, bahr:البسيط}","meta{qafiya:ر, bahr:البسيط}"
1446,"meta{qafiya:ـكر, bahr:البسيط}","meta{qafiya:ر, bahr:البسيط}"
1447,"meta{qafiya:ـره, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1448,"meta{qafiya:ـمه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1449,"meta{qafiya:ـمه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1450,"meta{qafiya:ـوف, bahr:الرمل}","meta{qafiya:ف, bahr:الرمل}"
1451,"meta{qafiya:ـره, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1452,"meta{qafiya:ـره, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1453,"meta{qafiya:ـلد, bahr:الرمل}","meta{qafiya:د, bahr:الرمل}"
1454,"meta{qafiya:ـلع, bahr:البسيط}","meta{qafiya:ع, bahr:البسيط}"
1455,"meta{qafiya:ـلع, bahr:البسيط}","meta{qafiya:ع, bahr:البسيط}"
1456,"meta{qafiya:ـله, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1457,"meta{qafiya:ـله, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1458,"meta{qafiya:ـله, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1459,"meta{qafiya:ـله, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1460,"meta{qafiya:ـقا, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1461,"meta{qafiya:ـقا, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1462,"meta{qafiya:ـقا, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1463,"meta{qafiya:ـاع, bahr:البسيط}","meta{qafiya:ع, bahr:البسيط}"
1464,"meta{qafiya:ـمي, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1465,"meta{qafiya:ـمي, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1466,"meta{qafiya:ـمي, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1467,"meta{qafiya:ـمي, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1468,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1469,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1470,"meta{qafiya:ـده, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1471,"meta{qafiya:ـلا, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1472,"meta{qafiya:ـهر, bahr:البسيط}","meta{qafiya:ر, bahr:البسيط}"
1473,"meta{qafiya:ـهر, bahr:البسيط}","meta{qafiya:ر, bahr:البسيط}"
1474,"meta{qafiya:ـان, bahr:الرمل}","meta{qafiya:ن, bahr:الرمل}"
1475,"meta{qafiya:ـنى, bahr:البسيط}","meta{qafiya:ى, bahr:البسيط}"
1476,"meta{qafiya:ـام, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1477,"meta{qafiya:ـام, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1478,"meta{qafiya:ـام, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1479,"meta{qafiya:ـام, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1480,"meta{qafiya:ـام, bahr:البسيط}","meta{qafiya:م, bahr:البسيط}"
1481,"meta{qafiya:ـنك, bahr:الرمل}","meta{qafiya:ك, bahr:الرمل}"
1482,"meta{qafiya:ـمه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1483,"meta{qafiya:ـمه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1484,"meta{qafiya:ـهم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1485,"meta{qafiya:ـهم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1486,"meta{qafiya:ـهم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1487,"meta{qafiya:ـله, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1488,"meta{qafiya:ـتر, bahr:الرمل}","meta{qafiya:ر, bahr:الرمل}"
1489,"meta{qafiya:ـها, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1490,"meta{qafiya:ـيف, bahr:الرمل}","meta{qafiya:ف, bahr:الرمل}"
1491,"meta{qafiya:ـعه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1492,"meta{qafiya:ـني, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1493,"meta{qafiya:ـني, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1494,"meta{qafiya:ـين, bahr:الرمل}","meta{qafiya:ن, bahr:الرمل}"
1495,"meta{qafiya:ـين, bahr:الرمل}","meta{qafiya:ن, bahr:الرمل}"
1496,"meta{qafiya:ـين, bahr:الرمل}","meta{qafiya:ن, bahr:الرمل}"
1497,"meta{qafiya:ـعه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1498,"meta{qafiya:ـال, bahr:الكامل}","meta{qafiya:ل, bahr:الكامل}"
1499,"meta{qafiya:ـال, bahr:الكامل}","meta{qafiya:ل, bahr:الكامل}"
1500,"meta{qafiya:ـها, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1501,"meta{qafiya:ـجه, bahr:الرمل}","meta{qafiya:ه, bahr:الرمل}"
1502,"meta{qafiya:ـرض, bahr:الرمل}","meta{qafiya:ض, bahr:الرمل}"
1503,"meta{qafiya:ـله, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1504,"meta{qafiya:ـله, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1505,"meta{qafiya:ـيف, bahr:الرمل}","meta{qafiya:ف, bahr:الرمل}"
1506,"meta{qafiya:ـيف, bahr:الرمل}","meta{qafiya:ف, bahr:الرمل}"
1507,"meta{qafiya:ـيف, bahr:الرمل}","meta{qafiya:ف, bahr:الرمل}"
1508,"meta{qafiya:ـيف, bahr:الرمل}","meta{qafiya:ف, bahr:الرمل}"
1509,"meta{qafiya:ـجد, bahr:البسيط}","meta{qafiya:د, bahr:البسيط}"
1510,"meta{qafiya:ـيف, bahr:البسيط}","meta{qafiya:ف, bahr:البسيط}"
1511,"meta{qafiya:ـيف, bahr:البسيط}","meta{qafiya:ف, bahr:البسيط}"
1512,"meta{qafiya:ـيف, bahr:البسيط}","meta{qafiya:ف, bahr:البسيط}"
1513,"meta{qafiya:ـيف, bahr:البسيط}","meta{qafiya:ف, bahr:البسيط}"
1514,"meta{qafiya:ـبل, bahr:البسيط}","meta{qafiya:ل, bahr:البسيط}"
1515,"meta{qafiya:ـها, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1516,"meta{qafiya:ـقا, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1517,"meta{qafiya:ـنا, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1518,"meta{qafiya:ـنا, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1519,"meta{qafiya:ـنا, bahr:البسيط}","meta{qafiya:ا, bahr:البسيط}"
1520,"meta{qafiya:ـها, bahr:الرمل}","meta{qafiya:ا, bahr:الرمل}"
1521,"meta{qafiya:ـله, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1522,"meta{qafiya:ـرد, bahr:البسيط}","meta{qafiya:د, bahr:البسيط}"
1523,"meta{qafiya:ـرم, bahr:الرمل}","meta{qafiya:م, bahr:الرمل}"
1524,"meta{qafiya:ـدي, bahr:الرمل}","meta{qafiya:ي, bahr:الرمل}"
1525,"meta{qafiya:ـقه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1526,"meta{qafiya:ـقه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1527,"meta{qafiya:ـقه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1528,"meta{qafiya:ـقه, bahr:البسيط}","meta{qafiya:ه, bahr:البسيط}"
1529,"meta{qafiya:ـان, bahr:الرمل}","meta{qafiya:ن, bahr:الرمل}"
